ID,Name,Activity,Start,Finish,PGMA,System,MU
,Dispatch,DIS,2023-06-28,2023-09-25,35121,Boiler,TRY
,MAIN COLUMNS RIGHT 2ND PASS (PGMA-35122),OTH,2022-10-27,2023-09-25,35122,Boiler,
,Engineering,ENG,2022-10-27,2023-05-08,35122,Boiler,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35122,Boiler,TRY
,Dispatch,DIS,2023-06-28,2023-09-25,35122,Boiler,TRY
,MAIN COLUMNS MIDDLE (PGMA-35130),OTH,2022-10-27,2023-09-25,35130,Boiler,
,Engineering,ENG,2022-10-27,2023-05-08,35130,Boiler,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35130,Boiler,TRY
,Dispatch,DIS,2023-06-28,2023-09-25,35130,Boiler,TRY
,AUXILIARY COLUMNS-LEFT SIDE (PGMA-35140),OTH,2022-10-27,2023-09-25,35140,Boiler,
,Engineering,ENG,2022-10-27,2023-05-08,35140,Boiler,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35140,Boiler,TRY
,Dispatch,DIS,2023-06-28,2023-09-25,35140,Boiler,TRY
,AUXILIARY COLUMNS-RIGHT SIDE (PGMA-35150),OTH,2022-10-27,2023-09-25,35150,Boiler,
,Engineering,ENG,2022-10-27,2023-05-08,35150,Boiler,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35150,Boiler,TRY
,Dispatch,DIS,2023-06-28,2023-09-25,35150,Boiler,TRY
,GIRDER PIN CONNECTIONS (PGMA-35190),OTH,2022-10-27,2023-10-26,35190,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-23,35190,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-05,2023-08-27,35190,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-08-28,2023-10-26,35190,Boiler Supporting Structure,TRY
,CEILING STRUCTURE-MAIN GIRDERS 1ST PASS (PGMA-35211),OTH,2022-10-27,2023-12-19,35211,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-23,35211,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-05,2023-09-20,35211,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-09-21,2023-12-19,35211,Boiler Supporting Structure,TRY
,CEILING STRUCTURE-MAIN GIRDERS 2ND PASS (PGMA-35212),OTH,2022-10-27,2023-12-19,35212,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-23,35212,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-05,2023-09-20,35212,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-09-21,2023-12-19,35212,Boiler Supporting Structure,TRY
,CEIL STRUCT-CROSS WELDED BEAMS 1ST PASS (PGMA-35213),OTH,2022-10-27,2023-12-21,35213,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-23,35213,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-07,2023-09-22,35213,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-09-23,2023-12-21,35213,Boiler Supporting Structure,TRY
,CEIL STRUCT-CROSS WELDED BEAMS 2ND PASS (PGMA-35214),OTH,2022-10-27,2023-12-21,35214,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-23,35214,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-07,2023-09-22,35214,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-09-23,2023-12-21,35214,Boiler Supporting Structure,TRY
,CEILING STRUCTURE ROLLED BEAM 1ST PASS (PGMA-35221),OTH,2022-09-27,2024-01-03,35221,Boiler Supporting Structure,
,Engineering,ENG,2022-09-27,2023-06-05,35221,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-20,2023-10-05,35221,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-10-06,2024-01-03,35221,Boiler Supporting Structure,TRY
,CEILING STRUCTURE ROLLED BEAM 2ND PASS (PGMA-35222),OTH,2022-09-27,2024-01-03,35222,Boiler Supporting Structure,
,Engineering,ENG,2022-09-27,2023-06-05,35222,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-03-20,2023-10-05,35222,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-10-06,2024-01-03,35222,Boiler Supporting Structure,TRY
,CEILING STRUCTURE HORBRACING 1ST PASS (PGMA-35231),OTH,2022-10-27,2024-02-02,35231,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35231,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35231,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35231,Boiler Supporting Structure,TRY
,CEILING STRUCTURE HORBRACING 2ND PASS (PGMA-35232),OTH,2022-10-27,2024-02-02,35232,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35232,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35232,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35232,Boiler Supporting Structure,TRY
,HORIZONTAL BRACING I PASS IMBL (PGMA-35311),OTH,2022-10-27,2024-01-31,35311,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35311,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35311,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35311,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS I MBL (PGMA-35312),OTH,2022-10-27,2024-01-31,35312,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35312,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35312,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35312,Boiler Supporting Structure,TRY
,HORIZ BRACING I PASS II MBL (PGMA-35321),OTH,2022-10-27,2024-01-31,35321,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35321,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35321,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35321,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS II MBL (PGMA-35322),OTH,2022-10-27,2024-01-31,35322,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35322,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35322,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35322,Boiler Supporting Structure,TRY
,HORIZ BRACING I PASS III MBL (PGMA-35331),OTH,2022-10-27,2024-01-31,35331,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35331,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35331,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35331,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS III MBL (PGMA-35332),OTH,2022-10-27,2024-01-31,35332,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35332,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35332,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35332,Boiler Supporting Structure,TRY
,HORIZ BRACING I PASS IV MBL (PGMA-35341),OTH,2022-10-27,2024-01-31,35341,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35341,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35341,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35341,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS IV MBL (PGMA-35342),OTH,2022-10-27,2024-01-31,35342,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35342,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35342,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35342,Boiler Supporting Structure,TRY
,HORIZ BRACING I PASS V MBL (PGMA-35351),OTH,2022-10-27,2024-02-02,35351,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35351,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35351,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35351,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS V MBL (PGMA-35352),OTH,2022-10-27,2024-02-02,35352,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35352,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35352,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35352,Boiler Supporting Structure,TRY
,HORIZ BRACING I PASS VI MBL (PGMA-35361),OTH,2022-10-27,2024-02-02,35361,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35361,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35361,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35361,Boiler Supporting Structure,TRY
,HORIZ BRACING II PASS VI MBL (PGMA-35362),OTH,2022-10-27,2024-02-02,35362,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35362,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-19,2023-11-04,35362,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-05,2024-02-02,35362,Boiler Supporting Structure,TRY
,LAND & CONN PLAT TIER-1 (PGMA-35381),OTH,2022-10-27,2024-01-31,35381,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35381,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35381,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35381,Boiler Supporting Structure,TRY
,LAND & CONN PLAT TIER-2 (PGMA-35382),OTH,2022-10-27,2024-01-31,35382,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35382,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35382,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35382,Boiler Supporting Structure,TRY
,LAND & CONN PLAT TIER-3 (PGMA-35383),OTH,2022-10-27,2024-01-31,35383,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35383,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35383,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35383,Boiler Supporting Structure,TRY
,HORIL BEAMS FIRST PASS-TIER-1 (PGMA-35441),OTH,2022-10-27,2024-01-31,35441,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35441,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35441,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35441,Boiler Supporting Structure,TRY
,HORIL BEAMS FIRST PASS-TIER-2 (PGMA-35442),OTH,2022-10-27,2024-01-31,35442,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35442,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35442,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35442,Boiler Supporting Structure,TRY
,HORIL BEAMS FIRST PASS-TIER-3 (PGMA-35443),OTH,2022-10-27,2024-01-31,35443,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35443,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35443,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35443,Boiler Supporting Structure,TRY
,HOR BEAM-SECOND PASS- TIER-1 (PGMA-35451),OTH,2022-10-27,2024-01-31,35451,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35451,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35451,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35451,Boiler Supporting Structure,TRY
,HOR BEAM-SECOND PASS- TIER-2 (PGMA-35452),OTH,2022-10-27,2024-01-31,35452,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35452,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35452,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35452,Boiler Supporting Structure,TRY
,HOR BEAM-SECOND PASS- TIER-3 (PGMA-35453),OTH,2022-10-27,2024-01-31,35453,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35453,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35453,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35453,Boiler Supporting Structure,TRY
,FRONT BRACING-TIER-1 (PGMA-35511),OTH,2022-10-27,2024-01-31,35511,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35511,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35511,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35511,Boiler Supporting Structure,TRY
,FRONT BRACING-TIER-2 (PGMA-35512),OTH,2022-10-27,2024-01-31,35512,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35512,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35512,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35512,Boiler Supporting Structure,TRY
,FRONT BRACING-TIER-3 (PGMA-35513),OTH,2022-10-27,2024-01-31,35513,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35513,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35513,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35513,Boiler Supporting Structure,TRY
,SIDE BRACING-TIER-1 (PGMA-35521),OTH,2022-10-27,2024-01-31,35521,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35521,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35521,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35521,Boiler Supporting Structure,TRY
,SIDE BRACING-TIER-2 (PGMA-35522),OTH,2022-10-27,2024-01-31,35522,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35522,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35522,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35522,Boiler Supporting Structure,TRY
,SIDE BRACING-TIER-3 (PGMA-35523),OTH,2022-10-27,2024-01-31,35523,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35523,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35523,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35523,Boiler Supporting Structure,TRY
,REAR BRACING-TIER-1 (PGMA-35531),OTH,2022-10-27,2024-01-31,35531,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35531,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35531,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35531,Boiler Supporting Structure,TRY
,REAR BRACING-TIER-2 (PGMA-35532),OTH,2022-10-27,2024-01-31,35532,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35532,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35532,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35532,Boiler Supporting Structure,TRY
,REAR BRACING-TIER-3 (PGMA-35533),OTH,2022-10-27,2024-01-31,35533,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35533,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35533,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35533,Boiler Supporting Structure,TRY
,HSFG FASTENERS FOR PG 35 (PGMA-35700),OTH,2022-10-27,2024-01-31,35700,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35700,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35700,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35700,Boiler Supporting Structure,TRY
,FLOOR GRILLS AND GUARD PLATE (PGMA-35811),OTH,2022-10-27,2024-01-31,35811,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35811,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35811,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35811,Boiler Supporting Structure,TRY
,STAIRS-LOWER (PGMA-35821),OTH,2022-10-27,2024-01-31,35821,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35821,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35821,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35821,Boiler Supporting Structure,TRY
,STAIRS-MIDDLE (PGMA-35822),OTH,2022-10-27,2024-01-31,35822,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-05,35822,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2023-11-02,35822,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-11-03,2024-01-31,35822,Boiler Supporting Structure,TRY
,STAIRS-UPPER (PGMA-35823),OTH,2022-10-27,2024-03-09,35823,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-03,35823,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-15,2024-02-08,35823,Boiler Supporting Structure,TRY
,Dispatch,DIS,2024-02-09,2024-03-09,35823,Boiler Supporting Structure,TRY
,HAND RAILS & POSTS (PGMA-35851),OTH,2022-10-27,2024-03-11,35851,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-07-03,35851,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-04-17,2024-02-10,35851,Boiler Supporting Structure,TRY
,Dispatch,DIS,2024-02-11,2024-03-11,35851,Boiler Supporting Structure,TRY
,CONSUMABLES &Erection MATERIALS (PGMA-35993),ERC,2022-10-27,2023-07-27,35993,Boiler Supporting Structure,PSWR
,Engineering,ENG,2022-10-27,2023-05-08,35993,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35993,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-06-28,2023-07-27,35993,Boiler Supporting Structure,TRY
,CHUTE PIPE AND LADDERS (PGMA-35995),OTH,2022-10-27,2023-07-27,35995,Boiler Supporting Structure,
,Engineering,ENG,2022-10-27,2023-05-08,35995,Boiler Supporting Structure,TRY
,Manufacturing,MFG,2023-02-18,2023-06-27,35995,Boiler Supporting Structure,TRY
,Dispatch,DIS,2023-06-28,2023-07-27,35995,Boiler Supporting Structure,TRY
,Galleries & Stairways (PG-36),OTH,2022-12-26,2025-03-04,PG36,Boiler Supporting Structure,TRY
,COLUMNS NEAR AIR PRE HEATERS (PGMA-36110),OTH,2022-12-26,2023-11-27,36110,Galleries and Stairways,
,Engineering,ENG,2022-12-26,2023-05-26,36110,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-04-27,2023-10-28,36110,Galleries and Stairways,TRY
,Dispatch,DIS,2023-10-29,2023-11-27,36110,Galleries and Stairways,TRY
,MIDDLE COLUMNS IN BOILER (PGMA-36130),OTH,2022-12-26,2023-11-27,36130,Galleries and Stairways,
,Engineering,ENG,2022-12-26,2023-05-26,36130,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-04-27,2023-10-28,36130,Galleries and Stairways,TRY
,Dispatch,DIS,2023-10-29,2023-11-27,36130,Galleries and Stairways,TRY
,BEAMS & BRACINGS NEAR AIR PRE HEATER (PGMA-36150),OTH,2022-12-26,2023-11-27,36150,Galleries and Stairways,
,Engineering,ENG,2022-12-26,2023-05-26,36150,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-04-27,2023-10-28,36150,Galleries and Stairways,TRY
,Dispatch,DIS,2023-10-29,2023-11-27,36150,Galleries and Stairways,TRY
,MAIN FLOOR I MBL 1ST PASS (PGMA-36311),OTH,2023-01-25,2024-03-29,36311,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36311,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36311,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36311,Galleries and Stairways,TRY
,MAIN FLOOR I MBL 2ND PASS (PGMA-36312),OTH,2023-01-25,2024-03-29,36312,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36312,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36312,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36312,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36313),OTH,2023-01-25,2024-03-29,36313,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36313,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36313,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36313,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36314),OTH,2023-01-25,2024-03-29,36314,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36314,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36314,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36314,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36315),OTH,2023-01-25,2024-03-29,36315,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36315,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36315,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36315,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36316),OTH,2023-01-25,2024-03-29,36316,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36316,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36316,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36316,Galleries and Stairways,TRY
,MAIN FLOOR II MBL IST PASS (PGMA-36321),OTH,2023-01-25,2024-03-29,36321,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-09-05,36321,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-08-07,2024-02-28,36321,Galleries and Stairways,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,36321,Galleries and Stairways,TRY
,MAIN FLOOR II MBL 2ND PASS (PGMA-36322),OTH,2022-12-26,2024-02-28,36322,Galleries and Stairways,
,Engineering,ENG,2022-12-26,2023-08-06,36322,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-07-08,2024-01-29,36322,Galleries and Stairways,TRY
,Dispatch,DIS,2024-01-30,2024-02-28,36322,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36323),OTH,2023-01-25,2024-09-15,36323,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-11-20,36323,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-10-22,2024-08-16,36323,Galleries and Stairways,TRY
,Dispatch,DIS,2024-08-17,2024-09-15,36323,Galleries and Stairways,TRY
,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36324),OTH,2023-01-25,2024-02-27,36324,Galleries and Stairways,
,Engineering,ENG,2023-01-25,2023-08-14,36324,Galleries and Stairways,TRY
,Manufacturing,MFG,2023-07-16,2024-01-28,36324,Galleries and Stairways,TRY
,Dispatch,DIS,2024-01-29,2024-02-27,36324,Galleries and Stairways,TRY
